,filename,title,incident_start_time,incident_detected_time,incident_end_time,severity_level,summary,incident_duration,time_to_detect,time_to_resolve,services,service_impact_type,components,component_root_cause,impact,user_impact_type,root_cause,category_root_cause,symptom,symptom_type
137,2023-01-17_MediaWiki.wikitext,MediaWiki Crash During Backport Deployment,2023-01-17 18:31:00,2023-01-17 18:34:51,2023-01-17 18:48:00,Sev(2),An issue with inconsistent state of deployed code during a backport deployment caused MediaWiki to crash for all logged-in page views.,00:17:00,00:03:51,00:13:09,All wikis,MediaWiki Core Services,"MediaWiki,php-fpm,MediaWiki,MediaWiki",Web Servers & Application Layers,"For roughly 15 minutes, all wikis were unreachable for logged-in users and non-cached pages.",Complete Service Outage,MediaWiki re-reading and applying changes to extension.json before a php-fpm restart could pick up changes to the PHP code.,"Configuration Errors, Software Bugs",First automated alert: <+icinga-wm> PROBLEM - MediaWiki exceptions and fatals per minute for appserver on alert1001 is CRITICAL: 2.651e+04 gt 100,Appserver Issues
138,2022-02-22_vrts.wikitext,Stuck VRTS Aliases Generating Process on mx2001 Resulted in Email Rejects,2022-02-22 08:00:00,2022-02-22 13:29:00,2022-02-22 16:47:00,Sev(2),"A stuck vrts aliases generating process on mx2001 resulted in rejects for dcw@wikimedia.org, a new VRTS queue, causing incoming emails to bounce with an SMTP 550 Error for 12 hours.",08:47:00,05:29:00,03:18:00,VRTS Queue Email Processing,Other,"generate_otrs_aliases.service,mx1001,mx1001",Other,"For 12 hours, incoming emails to a specific new VRTS queue were not processed with senders receiving a bounce with an SMTP 550 Error. It is estimated no 'useful' emails were lost.","Partial Service Outage, Increased Error Rates",The generate_otrs_aliases.service systemd timer job was stuck and was not updating VRTS mailing lists/queues on mx2001.,Software Bugs,An SRE received an email from a VRTS admin stating that the dcw@wikimedia.org queue returned SMTP 550 errors. The error message was '208.80.153.45 does not like recipient. Remote host said: 550 Previous (cached) callout verification failure'.,"User Reported Problems, Cache Layer Anomalies"
139,2020-09-25_s5_replication_lag.wikitext,Database Replication Issue in Multiple Wikis,2020-09-25 11:55:00,2020-09-25 11:42:00,2020-09-25 12:25:00,Sev(3),"A number of s5 database replicas in the Eqiad and Codfw data centres alerted about replication being stopped due to a duplicate key, leading to watchlist and recentchanges delays.",00:30:00,23:47:00,00:43:00,"watchlist,recentchanges",MediaWiki Core Services,"s5 database,ipblocks",Databases,Editors of wikis hosted in the s5 section saw stale data in recentchanges and watchlist interfaces.,Cache Issues,"The incident was likely caused by a drift that was either there and touched by an inserted row or generated by MediaWiki through an unsafe statement like INSERT IGNORE, leading to duplicate key errors.","Database Issues, Software Bugs",Automated monitoring caught the issue and SRE was paged about stopped replication in a number of s5 replicas. The alerts were appropriate and pointed out the issue accurately.,Database Errors
140,2019-10-31_wikidata.wikitext,Wikidata API Call Timeouts Due to DB Read Load,2023-10-17 16:00:00,2023-10-17 16:38:00,2023-10-17 17:29:00,Sev(2),Wikidata API calls were getting timeouts due to increased DB read load caused by backported changes intended to reduce deadlocks around writing to the new terms store for Wikibase.,01:29:00,00:38:00,00:51:00,"Wikidata API,Wikidata API","API and Application Servers, Other","Wikibase,DB read operations,Wikibase",Databases,"Wikidata editors experienced timeouts to API requests, and API response times for writes increased significantly. Most edits initiated from API calls were made successfully, but clients did not receive confirmation responses.","Elevated Response Times and Latencies, API Failures","Backported changes intended to reduce deadlocks around writing to the new terms store caused an increased DB read load, resulting in timeouts for Wikidata API calls.","Database Issues, Configuration Errors",The issue was first detected by humans in a Telegram chat and was later confirmed by Addshore.,User Reported Problems
141,2023-01-17_asw-b2-codfw_failure_redux.wikitext,Codfw Row B Network Connectivity Incident,2023-01-17 13:00:00,2023-01-17 12:49:00,2023-01-17 17:17:00,Sev(3),All hosts in codfw row B lost network connectivity due to issues triggered by the prep work to bring a replacement switch online and a subsequent operator error.,04:17:00,23:49:00,04:28:00,"geoip,generic-map,restbase-async,mobileapps,swift,swift,thanos-query,recommendation-api,etcd,cassandra","Other, Other, API and Application Servers, API and Application Servers, Media Storage and File Handling, Media Storage and File Handling, Database and Data Analytics, API and Application Servers, Caching and Proxy Services, Database and Data Analytics","network switches,IPv6 connectivity,network switches,core routers",Networking Equipment,All hosts in codfw row B lost network connectivity. End-user impact is to be determined.,Network Connectivity Problems,"Two separate Junos bugs: one triggered by the prep work for a replacement switch, causing instability in connectivity between different switches, and another triggered by an operator error breaking IPv6 connectivity for the whole row.","Network Failures, Software Bugs, Configuration Errors",The issue was first detected at 12:49 UTC when LibreNMS alerts fired for a virtual-chassis crash on device asw-b-codfw.mgmt.codfw.wmnet.,"Network Connectivity Problems, Service Probes and Health Checks Failures"
142,2022-05-24_Failed_Apache_restart.wikitext,Incident Involving Puppet Change and Apache Restart,2023-01-01 11:45:00,2023-01-01 11:45:00,2023-01-01 12:16:00,Sev(2),"A Puppet change caused an Apache restart issue, leading to a small number of 502 HTTP errors for users and multiple IRC alerts.",00:31:00,00:00:00,00:31:00,"kibana7,Apache HTTP,network monitoring,MW app servers","Monitoring and Logging, API and Application Servers","apache2.service,apache2.service,puppet,cumin","Web Servers & Application Layers, Web Servers & Application Layers, Code Deployment & Version Control, Cluster Management",A very small amount of 502 HTTP errors for users (predominantly logged-in users). Plus some 140 IRC alerts for a subset of hosts running Apache.,"Increased Error Rates, API Failures",A Puppet change made Apache listen on port 443 regardless of whether mod_ssl was enabled.,Configuration Errors,"The issue was first detected by the engineer who merged the patch, followed by multiple IRC alerts and pager notifications.",User Reported Problems
143,2022-06-10_overload_varnish_haproxy.wikitext,Disruption in Wiki Traffic Across Multiple Regions,2022-06-10 14:57:00,2022-06-10 14:57:00,2022-06-10 15:00:00,Sev(2),"For 3 minutes, wiki traffic was disrupted in multiple regions at the CDN layer, leading to HTTP 5xx error responses for both cached and logged-in responses.",00:03:00,00:00:00,00:03:00,wiki traffic,Content Delivery Network (CDN) and Edge Cache,"CDN layer,CDN layer,HAProxy","Web Proxies, Caching Servers, Load Balancers",Users experienced service disruptions and HTTP 5xx error responses while trying to access wiki pages.,"Partial Service Outage, Increased Error Rates","Ongoing rate-limiting caused lots of HTTP 429 from Varnish, which resulted in an overload at the HAProxy level and general service disruption.",Capacity Overloads,"HTTP 503 errors were reported on Phabricator, with alerts triggered due to Varnish overload.","Cache Layer Anomalies, High CPU & Resource Utilization"
144,2022-08-24_swift.wikitext,Media Request Failures Resulting in Numerous HTTP Errors,TODO 00:00:00,TODO 00:00:00,TODO 00:06:00,Sev(2),"For approximately 17 hours, media requests (mostly thumbnail reads, but also uploads) failed at a rate of about 2000 HTTP errors per minute, causing significant disruption.",00:00:00,00:00:00,00:00:00,"upload.wikimedia.org,upload.wikimedia.org","Media Storage and File Handling, Other","media,media",Other,"Approximately 1.9 million uncached media requests to upload.wikimedia.org failed along with 609 unsuccessful upload attempts, which was particularly noticeable to Commons contributors.","Cache Issues, API Failures",The root cause is not specified in the provided incident report draft.,Other,The issue was detected due to media requests failing at a high rate of 2000 HTTP errors per minute.,"Latency and Timeout Issues, Network Connectivity Problems"
145,2020-01-08_mw-api.wikitext,MediaWiki EventBus TLS Configuration Incident,2020-01-08 15:06:00,2020-01-08 15:08:00,2020-01-08 16:00:00,Sev(3),"A configuration change making EventBus use TLS for eventgate-analytics led to POST requests from MediaWiki application servers timing out, causing HTTP server errors and widespread disruptions in all data centers.",00:54:00,00:02:00,00:52:00,"MediaWiki,EventBus,ATS,Varnish","MediaWiki Core Services, API and Application Servers, Caching and Proxy Services, Caching and Proxy Services","mediawiki.api-request,mediawiki.api-request,ATS-tls,varnish-fe","Web Servers & Application Layers, Web Servers & Application Layers, Web Proxies, Caching Servers","Between 15:06 and 15:32, ATS backend requests to application servers resulted in 3K to 7K 5xx errors per second. Many user requests received 502 error responses or no response at all. Additionally, analytics events in the mediawiki.api-request and mediawiki.cirrussearch-request streams were lost.","Partial Service Outage, Increased Error Rates, Data Corruption or Loss","The change to make EventBus use TLS for eventgate-analytics led to application server requests timing out, causing cascading failures across the stack.","TLS/SSL Issues, Configuration Errors","The issue was first detected by various Icinga PHP7 rendering alerts on IRC, followed by multiple pages about api.svc.eqiad.wmnet socket timeouts, ATS TLS, and Varnish reduced availability.","Latency and Timeout Issues, Service Probes and Health Checks Failures, Cache Layer Anomalies"
146,2023-06-06 dawiktionary dawiki svwiktionary partial outage.wikitext,"Partial Outage Impacting dawiktionary, dawiki, and svwiktionary",2023-06-06 00:30:00,2023-06-06 01:35:00,2023-06-06 03:49:00,Sev(3),"All users of dawiktionary, dawiki, and svwiktionary sometimes received fatal exceptions while browsing due to a data issue related to a data migration implementation bug.",03:19:00,01:05:00,02:14:00,"dawiktionary,dawiktionary,dawiktionary",Other,"object cache,object cache,data migration",Other,"All users of dawiktionary, dawiki, and svwiktionary sometimes received fatal exceptions while browsing.",Increased Error Rates,"A data migration implementation bug in how bash interprets double-quotes ("") characters caused a data issue that entered the object cache.",Software Bugs,The issue was first detected by a volunteer who noticed errors and reported them via IRC. Another volunteer escalated the issue to SRE via Klaxon.,User Reported Problems
147,2022-03-04_esams_availability_banner_sampling.wikitext,Wiki Unreachability Due to CentralNotice Banner Deployment,2022-03-04 09:18:00,2022-03-04 09:18:00,2022-03-04 10:47:53,Sev(3),"A banner deployed via CentralNotice with a 100% sampling rate caused instabilities in the traffic layer, making wikis largely unreachable in Europe and intermittently affecting other global regions.",01:29:53,00:00:00,01:29:53,"wikis,eventgate-analytics-external",Other,"Varnish,CentralNotice,Esams datacenter,Esams datacenter","Web Proxies, Caching Servers, Other, Other","For 1.5 hours, wikis were largely unreachable from Europe (via Esams) with shorter and more limited impact across the globe via other data centers.","Partial Service Outage, Network Connectivity Problems","A banner was deployed with a 100% sampling rate for event instrumentation, causing a large amount of incoming traffic for event beacons that overwhelmed the Varnish system.",Capacity Overloads,"The issue was first detected through instabilities at the traffic layer, where connections for event beacons piled up, leading to Varnish being unable to handle traffic. Initial impact was observed in the Esams datacenter.","Network Connectivity Problems, Cache Layer Anomalies"
